,id,parent,name,tag,typecode,biz_type,lng,lat,citycode,adcode,shopinfo,gridcode,navi_poiid,entrance_lng,entrance_lat,business_area,exit_lng,exit_lat,indoor_map,indoor_cpid,indoor_floor,indoor_truefloor,indoor_cmsid,biz_rating,biz_cost
22408,B0FFHCWZ9B,,菜鸟驿站(石楼村宏源水站),,070500,,115.978533356691,39.641162285998796,10,110111,0,5915377802,,,,,,,0,,,,,,
22664,B0FFHGHD5E,,全峰快递(北市路),,070500,,115.978138522876,39.682530111633,10,110111,0,5915472802,J50F004016_41225,,,房山城关,,,0,,,,,,
23273,B0FFIFW6WS,,飞豹快运,,070500,,115.976906915121,39.686538968720996,10,110111,0,5915472811,,,,房山城关,,,0,,,,,,
23297,B0FFHE5VQR,,中铁物流,,070500,,115.977004598086,39.6866216801081,10,110111,0,5915472811,,116.208648103673,40.216331852728,房山城关,,,0,,,,,,
23299,B0FFHE4NA4,,顺达石材雕刻,,070500,,115.97614429903,39.6865691103202,10,110111,0,5915472811,,116.210739836851,40.21881233862089,房山城关,,,0,,,,,,
23318,B0FFG8VXYH,,全峰快递(兴房大街),,070500,,115.97835543993,39.685738987446,10,110111,0,5915472812,J50F004016_13385,,,房山城关,,,0,,,,,,
24190,B0FFIVWUAP,,丰巢快递柜,,070500,,115.969930377339,39.7011959545464,10,110111,0,5915474800,,,,房山城关,,,0,,,,,,
24739,B0FFH1ZUIQ,,申通快递(房山营业部),,070500,,115.976909756938,39.7040023556933,10,110111,0,5915474811,J50F004016_44243,,,房山城关,,,0,,,,,,
25212,B000A85UD5,,北京燕山燕联运输公司,,070500,,115.97379020259,39.714000677079895,10,110111,0,5915475821,J50F004016_1301,,,燕山,,,0,,,,,,
25214,B000A02162,,北京海天物流有限公司,,070500,,115.972982614871,39.71441284335,10,110111,0,5915475820,J50F004016_361,116.22088655020201,40.067319914351394,燕山,,,0,,,,,,
25216,B0FFG8S0JQ,,圆通速递(宏塔社区北),,070500,,115.97215161835301,39.7185745610192,10,110111,0,5915476810,,116.222960746504,40.0633400727661,燕山,,,0,,,,,,
25430,B000A60C0F,,北京燕山燕盛运输有限公司,,070500,,115.969600793573,39.721985991494606,10,110111,0,5915476820,J50F004016_23115,,,燕山,,,0,,,,,,
25489,B0FFFAD1YI,,北京燕联石化产品储运中心,,070500,,115.975164525375,39.741971371851,10,110111,0,5915479801,J50F004016_9553,116.22206874971901,40.2041058693962,燕山,,,0,,,,,,
25517,B000A883JW,,北京昊鹏运输有限公司,,070500,,115.968232027894,39.7525629956294,10,110111,0,5915570712,J50F003016_1016,,,燕山,,,0,,,,,,
25802,B0FFHNWJ5P,,菜鸟驿站(鹏红雅进综合商店102102005),,070500,,115.97339278491002,40.3523055116376,10,110119,0,6015472811,,,,八达岭,,,0,,,,,,
26417,B0FFHPMUXU,B0FFF8M3OR,圆通速递,,070500,,115.971062054329,40.4456910557671,10,110119,0,6015573810,,116.21458939288401,40.2265268719594,,,,0,,,,,,
27659,B0FFH8FGI3,,天天快递(延庆分公司),,070500,,115.968072301893,40.4585406740949,10,110119,0,6015575702,K50F043016_236260,,,,,,0,,,,,3.0,
28894,B000A8UCT4,B000A9EC91,申通快递(延庆店),,070500,,115.96705763505399,40.4633852581005,10,110119,0,6015575722,K50F043016_211395,116.233537318223,40.2100357592356,,,,0,,,,,2.7,12.0
29024,B0FFHNWIFX,B0FFF8M4P1,菜鸟驿站(鑫柏佳人化妆品102100056),,070500,,115.967895089725,40.4642896802572,10,110119,0,6015575722,,,,,,,0,,,,,,
30153,B0FFFAD6I6,,北京文龙工程机械运输公司,,070500,,115.978519247957,40.49703073557271,10,110119,0,6015579822,K50F043016_213554,,,,,,0,,,,,,
30695,B0FFHGGBTG,,圆通速递,,070500,,115.983466634105,39.6882058352136,10,110111,0,5915472920,J50F004016_41007,,,房山城关,,,0,,,,,1.0,
31205,B0FFG8VYSO,,德邦物流(房山城关店),,070500,,115.984388764237,39.6950070960645,10,110111,0,5915473910,J50F004016_13848,116.23887390616,39.9309311959971,房山城关,,,0,,,,,1.5,
31896,B0FFJ11DU4,,丰巢快递柜,,070500,,115.98163655296601,39.7048327051807,10,110111,0,5915474920,,,,房山城关,,,0,,,,,,
31926,B0FFI73QKX,B0FFFCQY6P,E栈自提柜,,070500,,115.980615188025,39.7021470440725,10,110111,0,5915474812,,,,房山城关,,,0,,,,,,
31934,B0FFHNWJ4R,,菜鸟驿站(房山城内邮政所102400001),,070500,,115.982026579656,39.7024509123098,10,110111,0,5915474910,,,,房山城关,,,0,,,,,,
32193,B0FFIVW3AR,,丰巢快递柜,,070500,,115.979746075292,39.717616411117895,10,110111,0,5915476802,,,,燕山,,,0,,,,,,
32358,B0FFG8S0I7,,北京市平泰达运输有限公司,,070500,,115.98276898298501,39.744367374873,10,110111,0,5915479910,J50F004016_11903,,,燕山,,,0,,,,,,
32413,B0FFFORFOE,,迅邦润泽物流,,070500,,115.985658171616,39.74675161998029,10,110111,0,5915479921,J50F004016_11874,116.244504092953,40.2104476838441,燕山,,,0,,,,,,
32482,B0FFIKDD7R,,菜鸟驿站,,070500,,115.98282326056999,39.7891787586371,10,110111,0,5915574920,,,,,,,0,,,,,,
33072,B0FFGYLV0B,B000A9O50C,菜鸟驿站(北京顺鑫艳荣商店),,070500,,115.983060644597,40.440407357089896,10,110119,0,6015572920,,,,,,,0,,,,,,
33786,B0FFHSBBYM,B000A9ECU3,圆通快递公司,,070500,,115.980293270405,40.467523039830105,10,110119,0,6015576802,,,,,,,0,,,,,,
34383,B0FFJKD17W,B000A9ECS3,品骏快递,,070500,,115.981399160719,40.4714231369801,10,110119,0,6015576920,,,,,,,0,,,,,,
34388,B0FFFADEUH,,鸿达货运公司,,070500,,115.98917729261,40.47022572415379,10,110119,0,6015576911,,116.25124619101801,39.9027088050414,,,,0,,,,,,
34557,B0FFIYVHPM,,顺丰速运(延庆分部),,070500,,115.986026678474,40.48015468521661,10,110119,0,6015577921,,116.253341152301,39.9030468399076,,,,0,,,,,,
34714,B0FFH1FKFH,,京东(黄柏寺村合作点),,070500,,115.98610328132798,40.5281203908222,10,110119,0,6015673911,K50F042016_9559,,,,,,0,,,,,,
34786,B0FFFZQ7T0,,星水伟业房山部冷食配送中心,,070500,,115.993524966054,39.5989760182127,10,110111,0,5915372902,,,,,,,0,,,,,,
34788,B0FFIDBC2D,,优速快递公司,,070500,,115.99221519209401,39.600762559141,10,110111,0,5915372902,,,,,,,0,,,,,,
35000,B0FFK3QC51,,京东物流(房山城关站店),,070500,,116.00071512016899,39.698029532635104,10,110111,0,5916403021,,,,,,,0,,,,,,
35126,B0FFI8IQXY,,义成物流集团房山分拨中心,,070500,,116.00131635370701,39.703701883263506,10,110111,0,5916404011,,116.249923871498,39.9271101604226,房山城关,,,0,,,,,,
35643,B0FFJHT1MC,,中通快运,,070500,,115.99338293627399,40.446453149041204,10,110119,0,6015573922,,,,,,,0,,,,,,
35647,B0FFFADOFY,,北京中铁快运有限公司(延庆分公司),,070500,,115.995329056615,40.4477667186124,10,110119,0,6016503020,K50F043016_213811,,,,,,0,,,,,,
35792,B0FFGPPRVC,,日上物流中心,,070500,,115.996610103622,40.459645864165395,10,110119,0,6016505000,K50F043016_216497,116.251590276744,40.0469912320751,,,,0,,,,,,
35797,B0FFIWPOM5,B000A8XCMK,晨光文具配送中心,,070500,,115.996770557018,40.4595774061046,10,110119,0,6016505000,,,,,,,0,,,,,,
35798,B0FFHE6ZYX,,圆通速递,,070500,,116.00210703423402,40.4519823800047,10,110119,0,6016504011,,,,,,,0,,,,,,
36142,B0FFHWN4V7,,延庆中通快递分部,,070500,,115.99187945563601,40.46712496305771,10,110119,0,6015576902,,,,,,,0,,,,,,
36143,B0FFH5PG7N,B0FFF8M3WD,菜鸟驿站(瑞彩龙腾超市102100045),,070500,,115.997249310546,40.4641649870425,10,110119,0,6016505020,,,,,,,0,,,,,,
36169,B0FFH6UMF1,,北京津顺成物流有限公司,,070500,,115.991542245593,40.46217711526,10,110119,0,6015575912,K50F043016_239241,,,,,,0,,,,,,
36699,B0FFFYQTRF,,冯建空车配货站,,070500,,116.01135995690201,39.5928914618579,10,110111,0,5916301101,J50F005017_160076,,,,,,0,,,,,,
36701,B0FFG8WX8P,,天天快递(京深路),,070500,,116.01436080769399,39.5939542918023,10,110111,0,5916301111,,,,,,,0,,,,,,
36829,B0FFJRXCEQ,,小康货运服务部,,070500,,116.011525655001,39.68724450506279,10,110111,0,5916402111,,,,,,,0,,,,,,
37231,B0FFJOA3DZ,,圆通速递,,070500,,116.005601416908,39.7138974628058,10,110111,0,5916405022,,,,,,,0,,,,,,
37234,B0FFIXSMWS,B0FFGK8ZHQ,丰巢快递柜,,070500,,116.006399867258,39.712497236763,10,110111,0,5916405110,,,,,,,0,,,,,,
38362,B0FFHYJ03V,,新邦物流(秀水新村东),,070500,,116.020512950141,39.6001539143536,10,110111,0,5916302200,J50F005017_170988,,,,,,0,,,,,,
38657,B000A9V4GD,,北京市燕美物流有限公司,,070500,,116.02056092601002,39.6711726223755,10,110111,0,5916400220,,,,,,,0,,,,,,
38660,B000A8850E,,北京联杰豪通物流有限公司,,070500,,116.021365088844,39.6652913283004,10,110111,0,5916309220,J50F005017_7916,,,,,,0,,,,,,
38687,B0FFI0MZ2D,,远玲物流,,070500,,116.022744416281,39.675620663233296,10,110111,0,5916401200,,116.259682531536,39.90743962373421,,,,0,,,,,,
38745,B0FFIYVJFM,,东方环宇物流,,070500,,116.020610657311,39.70399638218421,10,110111,0,5916404210,,,,,,,0,,,,,,
40306,B0FFH17GPK,,全峰快递,,070500,,116.02743638804,39.599587636790794,10,110111,0,5916302202,,,,,,,0,,,,,,
40319,B0FFFRW7KR,,申通快递(琉璃河分公司),,070500,,116.026489270797,39.5996242268933,10,110111,0,5916302201,J50F005017_168562,,,,,,0,,,,,2.0,
40642,B0FFFRYVHT,,阳光时代物流,,070500,,116.037250032187,39.6796132994122,10,110111,0,5916401321,,,,,,,0,,,,,,
40663,B0FFH14H43,,北京立德伟业物流有限公司,,070500,,116.035527670657,39.6963130333465,10,110111,0,5916403321,,,,,,,0,,,,,,
40845,B0FFG8GK2B,,北京好来欣物流有限公司,,070500,,116.030715650655,39.726576385171796,10,110111,0,5916407212,,116.268072185975,39.9635831689958,,,,0,,,,,,
42418,B0FFGIBYO7,,中通快递苏村公司,,070500,,116.048512632083,39.673813230674,10,110111,0,5916401401,,,,窦店,,,0,,,,,5.0,
42499,B0FFG96T3D,,北京燕顺(阎村)物流中心,,070500,,116.043747578305,39.715932437656996,10,110111,0,5916406302,,116.276750447259,39.803579423203395,,,,0,,,,,,
42647,B0FFIGJMJN,,北方红顶物流公司,,070500,,116.04121646764,39.7514520286341,10,110111,0,5916500302,,,,,,,0,,,,,,
42839,B000A85YBQ,,北京大森物流有限公司,,070500,,116.04707632689,39.930602860918604,10,110109,0,5916701420,J50F001017_176273,,,,,,0,,,,,3.0,
42962,B0FFHNWIBX,,菜鸟驿站(明清小卖部102300027),,070500,,116.043215349469,39.9878062391519,10,110109,0,5916708322,,,,,,,0,,,,,,
43494,B0FFG6UN3N,,北京北重汽车物流分公司,,070500,,116.060658303297,39.637514774718106,10,110111,0,5916306511,,,,窦店,,,0,,,,,,
43669,B0FFH2S6DI,,快捷速递,,070500,,116.05768240063601,39.6461182309616,10,110111,0,5916307520,,,,窦店,,,0,,,,,,
43972,B0FFG9RTXL,,天天快递(瓦窑头村),,070500,,116.057958946189,39.661567910325395,10,110111,0,5916309510,,,,窦店,,,0,,,,,,
43973,B0FFKF9A63,,丰巢,,070500,,116.05880504755301,39.65674428897471,10,110111,0,5916308520,,,,窦店,,,0,,,,,,
43975,B0FFGZZY8C,,百世快递站点,,070500,,116.05936825941299,39.663100186545,10,110111,0,5916309520,,,,窦店,,,0,,,,,,
44036,B0FFIA7VI9,B0FFGSDZUX,E栈快递柜,,070500,,116.06177857738301,39.668278277996,10,110111,0,5916400511,,,,窦店,,,0,,,,,,
44231,B0FFGIG5ZK,,顺丰速运,,070500,,116.059059639825,39.6880366033071,10,110111,1,5916402520,,,,,,,0,,,,,,
44235,B0FFJO7HN3,,菜鸟驿站(窦店水墨林溪店),,070500,,116.05990547079901,39.6857295174503,10,110111,0,5916402510,,116.272206244511,39.8385876855915,,,,0,,,,,,
44241,B0FFHGGB3B,,快递站,,070500,,116.059151476871,39.688056441924296,10,110111,0,5916402520,,,,,,,0,,,,,,
44257,B0FFI2SSS4,,韵达,,070500,,116.05998134698099,39.6856863959656,10,110111,0,5916402510,J50F004017_189975,116.27378355544701,39.845051845315204,,,,0,,,,,,
44522,B0FFHDQQ11,,菜鸟驿站(亿兆商店),,070500,,116.057021402379,39.703107958150895,10,110111,0,5916404510,,,,,,,0,,,,,,
44530,B0FFJI281E,,丰巢快递柜,,070500,,116.050651806311,39.706229797294796,10,110111,0,5916404421,,,,,,,0,,,,,,
44533,B0FFFW4HNY,,中国邮政(星城邮政所店),,070500,,116.05313933372,39.70813155236,10,110111,0,5916405402,,116.28033349178,39.8529325780979,,,,0,,,,,3.5,
44537,B0FFJO1UT5,,丰巢自提柜,,070500,,116.050217591242,39.707479514278,10,110111,0,5916405401,,,,,,,0,,,,,,
44548,B0FFIKE5UW,,菜鸟驿站(开古庄村中路显德超市),,070500,,116.05785011974,39.7012467423881,10,110111,0,5916404500,,,,,,,0,,,,,,
44551,B0FFHNWI8L,,菜鸟驿站(房山区星城所102425001),,070500,,116.05020461815701,39.707490539500704,10,110111,0,5916405401,,,,,,,0,,,,,,
44904,B0FFHG3V20,B000A9NP4U,丰巢快递柜,,070500,,116.058212224329,39.7110527217709,10,110111,0,5916405510,,,,,,,0,,,,,,
45080,B0FFIPR73Q,,圆通速递,,070500,,116.057336364933,39.722485758276896,10,110111,0,5916406520,,,,,,,0,,,,,,
45212,B0FFG8VL3I,,申通快递(新镇街道办事处南),,070500,,116.05479201940001,39.73182127806,10,110111,0,5916407422,J50F004017_156832,,,,,,0,,,,,,
45229,B000A875E2,,中国原子能科学研究院后勤服务集团交通运输部,,070500,,116.051627234738,39.7337532225269,10,110111,0,5916408401,,116.28323641751899,39.8700165167083,,,,0,,,,,,
45845,B0FFH0W9Q6,,百世汇通(北复路),,070500,,116.05953068034201,40.1733530458584,10,110114,0,6016200520,,,,,,,0,,,,,,
46628,B0FFHPED7T,,安能物流(北京房山营业部),,070500,,116.06434175675899,39.63567929774271,10,110111,0,5916306511,,,,窦店,,,0,,,,,,
46741,B0FFJOEWZZ,,北京盛德永旺物流,,070500,,116.06904417645,39.6457027172944,10,110111,0,5916307610,,,,窦店,,,0,,,,,,
46752,B0FFJ14FSM,,丰巢自提柜,,070500,,116.06501461193199,39.6449024938007,10,110111,0,5916307512,,,,窦店,,,0,,,,,,
46756,B0FFFADXTW,,北京汇润源物流货运公司,,070500,,116.06953858159201,39.6457050746955,10,110111,0,5916307610,J50F005017_8656,116.273285680135,39.9490380666173,窦店,,,0,,,,,,
46771,B0FFI5DSI9,B0FFF3UBJ7,丰巢快递柜,,070500,,116.06240385690901,39.6424059823115,10,110111,0,5916307501,,,,窦店,,,0,,,,,,
47081,B0FFHS5WPZ,B000A9E7PA,丰巢专柜,,070500,,116.063985473234,39.6499920800681,10,110111,0,5916308501,,,,窦店,,,0,,,,,,
47480,B0FFIKDY8P,,菜鸟驿站(瓦窑头村北街北京盛达德宏超市),,070500,,116.062262393813,39.663633304233606,10,110111,0,5916309521,,,,窦店,,,0,,,,,,
47809,B0FFJ4B8KX,B0FFF3OEK8,丰巢快递柜,,070500,,116.065483485946,39.672212910542,10,110111,0,5916400522,,,,窦店,,,0,,,,,,
47824,B0FFHUDXZU,,百世快运,,070500,,116.062382577747,39.6685792582912,10,110111,0,5916400511,J50F004017_189997,,,窦店,,,0,,,,,,
48461,B0FFIVWK4X,B0FFFCS568,中集E栈,,070500,,116.065972754481,39.727753102890794,10,110111,0,5916407512,,,,,,,0,,,,,,
48463,B0FFH33FKI,,北京东升永红物流有限公司,,070500,,116.071766650812,39.7199304736293,10,110111,0,5916406610,,116.276721469368,39.992545497557295,,,,0,,,,,,
49864,B0FFGBB1ND,,北京福泽宇通物流仓储有限责任公司,,070500,,116.07466624623301,39.661270186940996,10,110111,0,5916309611,,,,窦店,,,0,,,,,,
49916,B0FFHTIYHF,,中国物流北京分公司,,070500,,116.07424080202601,39.6678365005023,10,110111,0,5916400601,,,,窦店,,,0,,,,,,
50015,B0FFHHQTQN,,韵达快递(南梨园服务站),,070500,,116.076359057721,39.7065022869368,10,110111,0,5916404621,,,,,,,0,,,,,,
50016,B0FFIZLNB4,,申通快递,,070500,,116.076245017937,39.7075412543404,10,110111,0,5916405601,,,,,,,0,,,,,,
